;movieId;recommendation;title;genres;year
27309;126801;0.2698412698412698;Borsalino;['Crime', 'Drama'];1970
10095;33318;0.2698412698412698;In the Time of the Butterflies;['Crime', 'Drama'];2001
10068;33166;0.2698412698412698;Crash;['Crime', 'Drama'];2004
29289;134234;0.2698412698412698;Lakshya;['Action', 'Drama'];2004
10318;34536;0.2698412698412698;The Great Raid;['Action', 'Drama', 'War'];2005
29504;134879;0.2698412698412698;Soaked in Bleach;['Crime', 'Documentary', 'Drama'];2014
31375;141158;0.2698412698412698;So Far, Fifty-Six;['Crime', 'Drama'];2004
26801;124647;0.2698412698412698;Spark: A Burning Man Story;['Action', 'Documentary', 'Drama'];2013
26816;124745;0.2698412698412698;The Girl in Black Stockings;['Crime', 'Drama'];1957
29596;135240;0.2698412698412698;Prime Suspect 5: Errors of Judgement;['Crime', 'Drama'];1996
10434;37663;0.2698412698412698;Blue Hill Avenue;['Crime', 'Drama'];2001
26809;124693;0.2698412698412698;Hell's Highway;['Crime', 'Drama'];1932
29598;135244;0.2698412698412698;Frankenstein;['Drama', 'Horror', 'Mystery', 'Sci-Fi'];2005
10440;37731;0.2698412698412698;Green Street Hooligans (a.k.a. Hooligans);['Crime', 'Drama'];2005
10444;37741;0.2698412698412698;Capote;['Crime', 'Drama'];2005
26942;125323;0.2698412698412698;Shock Treatment;['Crime', 'Drama', 'Horror'];1973
5083;5178;0.2698412698412698;Fun;['Crime', 'Drama'];1994
29621;135294;0.2698412698412698;Sniper: Weapons of Retaliation;['Action', 'Drama', 'War'];2009
29636;135432;0.2698412698412698;Mercenaries;['Action', 'Drama'];2011
10466;38046;0.2698412698412698;Seven Swords (Chat gim);['Action', 'Drama'];2005
26768;124502;0.2698412698412698;Have I the Right To Kill;['Crime', 'Drama'];1964
26766;124492;0.2698412698412698;This is My Affair;['Crime', 'Drama'];1937
8636;26137;0.2698412698412698;Heroes of Telemark, The;['Action', 'Drama', 'War'];1965
10420;37335;0.2698412698412698;Come Drink with Me (Da zui xia);['Action', 'Adventure', 'Crime'];1966
8647;26151;0.2698412698412698;Au Hasard Balthazar;['Crime', 'Drama'];1966
26839;124827;0.2698412698412698;Ruby;['Action', 'Drama', 'Horror'];1977
8659;26167;0.2698412698412698;The Incident;['Crime', 'Drama'];1967
10404;36752;0.2698412698412698;Revenge of the Ninja;['Action', 'Drama'];1983
8661;26170;0.2698412698412698;Bride Wore Black, The (La mariée était en noir);['Crime', 'Drama'];1968
7184;7295;0.2698412698412698;After the Life;['Crime', 'Drama'];2002
4560;4654;0.2698412698412698;Road House;['Action', 'Drama'];1989
26868;124971;0.2698412698412698;This Woman Is Dangerous;['Crime', 'Drama'];1952
26869;124973;0.2698412698412698;Special Agent;['Crime', 'Drama'];1935
26870;124977;0.2698412698412698;Spanish Judges;['Crime', 'Drama'];2000
7189;7300;0.2698412698412698;Vanishing Point;['Action', 'Drama'];1971
8665;26175;0.2698412698412698;St. Valentine's Day Massacre, The;['Crime', 'Drama'];1967
26896;125135;0.2698412698412698;Unstable Fables: Tortoise vs. Hare;['Animation', 'Children', 'Drama'];2008
26925;125263;0.2698412698412698;The Burglar;['Crime', 'Drama'];1957
10333;34696;0.2698412698412698;Dirty Money (Un flic);['Crime', 'Drama'];1972
25050;117119;0.2698412698412698;Cass;['Crime', 'Drama'];2008
17467;87909;0.2698412698412698;Megan Is Missing;['Crime', 'Drama'];2011
32268;144260;0.2698412698412698;Big Match;['Action', 'Comedy', 'Thriller'];2014
15280;77846;0.2698412698412698;12 Angry Men;['Crime', 'Drama'];1997
15232;77613;0.2698412698412698;Johnny Angel;['Crime', 'Drama', 'Film-Noir'];1945
2245;2329;0.2698412698412698;American History X;['Crime', 'Drama'];1998
2248;2332;0.2698412698412698;Belly;['Crime', 'Drama'];1998
20340;99724;0.2698412698412698;K-11;['Crime', 'Drama'];2012
5632;5730;0.2698412698412698;Enter the Ninja (a.k.a. Ninja I);['Action', 'Drama'];1981
20333;99695;0.2698412698412698;Pusher;['Crime', 'Drama'];2012
33631;149342;0.2698412698412698;The Pardon;['Crime', 'Drama'];2013
15256;77770;0.2698412698412698;Los Bandoleros;['Action', 'Drama'];2009
3242;3328;0.2698412698412698;Ghost Dog: The Way of the Samurai;['Crime', 'Drama'];1999
15288;77893;0.2698412698412698;Merantau;['Action', 'Drama'];2009
20386;99861;0.2698412698412698;Jesse Stone: Sea Change;['Crime', 'Drama'];2007
20287;99530;0.2698412698412698;Rurouni Kenshin (Rurôni Kenshin: Meiji kenkaku roman tan);['Action', 'Drama'];2012
20260;99434;0.2698412698412698;Snow on Tha Bluff;['Crime', 'Drama'];2011
20253;99397;0.2698412698412698;Lipton Cockton in the Shadows of Sodoma;['Drama', 'Mystery', 'Sci-Fi'];1995
3228;3314;0.2698412698412698;Big Trees, The;['Action', 'Drama'];1952
20186;99114;0.2698412698412698;Django Unchained;['Action', 'Drama', 'Western'];2012
15351;78128;0.2698412698412698;True Legend (Su Qi-Er);['Action', 'Drama'];2010
20163;99026;0.2698412698412698;Fresh Bait (L'appât);['Crime', 'Drama'];1995
3218;3304;0.2698412698412698;Blue Collar;['Crime', 'Drama'];1978
20131;98922;0.2698412698412698;Rebellion (L'ordre et la morale);['Action', 'Drama'];2011
20378;99841;0.2698412698412698;Sister (L'enfant d'en haut);['Crime', 'Drama'];2012
20389;99873;0.2698412698412698;Jesse Stone: Innocents Lost;['Crime', 'Drama'];2011
20042;98501;0.2698412698412698;Dragon Fist (Long quan);['Action', 'Drama'];1979
20559;100404;0.2698412698412698;Rainy Dog (Gokudô kuroshakai);['Crime', 'Drama'];1997
14990;75367;0.2698412698412698;Cool World, The;['Crime', 'Drama'];1964
6190;6288;0.2698412698412698;Better Luck Tomorrow;['Crime', 'Drama'];2002
20664;100946;0.2698412698412698;Fantomas (Fantômas - À l'ombre de la guillotine);['Crime', 'Drama'];1913
15012;75443;0.2698412698412698;Invisible Stripes;['Crime', 'Drama'];1939
20642;100734;0.2698412698412698;Escape (Flukt);['Action', 'Drama'];2012
6181;6279;0.2698412698412698;Good Thief, The;['Crime', 'Drama'];2002
15032;75979;0.2698412698412698;Frightened City, The;['Crime', 'Drama', 'Film-Noir'];1961
20588;100498;0.2698412698412698;Good Day to Die Hard, A;['Action', 'Crime', 'Thriller', 'IMAX'];2013
95;97;0.2698412698412698;Hate (Haine, La);['Crime', 'Drama'];1995
15089;76241;0.2698412698412698;Shakthi: The Power;['Action', 'Drama'];2002
3249;3335;0.2698412698412698;Jail Bait;['Crime', 'Drama'];1954
3276;3362;0.2698412698412698;Dog Day Afternoon;['Crime', 'Drama'];1975
20530;100312;0.2698412698412698;On the Edge (Hak bak do);['Crime', 'Drama'];2006
15162;77201;0.2698412698412698;Valhalla Rising;['Action', 'Drama', 'War'];2009
15167;77212;0.2698412698412698;Out of the Fog;['Crime', 'Drama', 'Film-Noir'];1941
20449;100075;0.2698412698412698;Choose;['Crime', 'Drama', 'Horror'];2010
20445;100062;0.2698412698412698;My Way (Mai Wei);['Action', 'Drama', 'War'];2011
20438;100048;0.2698412698412698;Omar Killed Me (Omar m'a tuer);['Crime', 'Drama'];2011
15201;77357;0.2698412698412698;Bananas!*;['Crime', 'Documentary', 'Drama'];2009
20390;99875;0.2698412698412698;Jesse Stone: Benefit of the Doubt;['Crime', 'Drama'];2012
15425;78469;0.2698412698412698;A-Team, The;['Action', 'Comedy', 'Thriller'];2010
20039;98493;0.2698412698412698;To Kill with Intrigue (Jian hua yan yu Jiang Nan);['Action', 'Drama'];1977
14176;71014;0.2698412698412698;Dark Corner, The;['Crime', 'Drama', 'Film-Noir'];1946
3143;3229;0.2698412698412698;Another Man's Poison;['Crime', 'Drama'];1952
19876;97950;0.2698412698412698;Man with the Iron Fists, The;['Action', 'Adventure', 'Crime'];2012
2327;2411;0.2698412698412698;Rocky IV;['Action', 'Drama'];1985
2328;2412;0.2698412698412698;Rocky V;['Action', 'Drama'];1990
15606;79321;0.2698412698412698;Crime of Passion;['Crime', 'Drama', 'Film-Noir'];1958
2343;2427;0.2698412698412698;Thin Red Line, The;['Action', 'Drama', 'War'];1998
19774;97648;0.2698412698412698;Gangs of Wasseypur;['Crime', 'Drama'];2012
33747;149616;0.2698412698412698;Manuscripts Don't Burn;['Crime', 'Drama'];2013
15670;79596;0.2698412698412698;Lineup, The;['Crime', 'Drama', 'Film-Noir'];1958
19755;97526;0.2698412698412698;Sound of Fury, The;['Crime', 'Drama', 'Film-Noir'];1950
33752;149626;0.2698412698412698;Cold Deck;['Crime', 'Drama'];2015
15584;79234;0.2698412698412698;Snake-Crane Secret (She hao dan xin zhen jiu zhou);['Action', 'Drama'];1976
19730;97326;0.2698412698412698;Ill Manors;['Crime', 'Drama'];2012
19729;97324;0.2698412698412698;Atlas Shrugged: Part II;['Drama', 'Mystery', 'Sci-Fi'];2012
15701;79720;0.2698412698412698;Animal Kingdom;['Crime', 'Drama'];2010
15741;79874;0.2698412698412698;Underworld;['Crime', 'Drama', 'Film-Noir'];1927
15751;79916;0.2698412698412698;Tony Manero;['Crime', 'Drama'];2008
33769;149666;0.2698412698412698;The Beatniks;['Crime', 'Drama'];1960
15776;80041;0.2698412698412698;Giliap;['Crime', 'Drama'];1975
3112;3198;0.2698412698412698;Papillon;['Crime', 'Drama'];1973
15811;80179;0.2698412698412698;Golem;['Drama', 'Mystery', 'Sci-Fi'];1980
2326;2410;0.2698412698412698;Rocky III;['Action', 'Drama'];1982
15576;79213;0.2698412698412698;Sade;['Crime', 'Drama'];2000
20028;98464;0.2698412698412698;New Fist of Fury (Xin jing wu men);['Action', 'Drama'];1976
6088;6186;0.2698412698412698;Gods and Generals;['Action', 'Drama', 'War'];2003
3193;3279;0.2698412698412698;Knockout;['Action', 'Drama'];2000
6100;6198;0.2698412698412698;American Heart;['Crime', 'Drama'];1992
15479;78727;0.2698412698412698;Saving God;['Crime', 'Drama'];2008
19995;98361;0.2698412698412698;Byzantium;['Drama', 'Fantasy', 'Thriller'];2012
15482;78739;0.2698412698412698;One of Our Aircraft Is Missing;['Action', 'Drama', 'War'];1942
15494;78832;0.2698412698412698;Wing and a Prayer;['Action', 'Drama', 'War'];1944
5645;5743;0.2698412698412698;Fort Apache, the Bronx;['Action', 'Drama'];1981
19971;98275;0.2698412698412698;Octopus, The (Le poulpe);['Comedy', 'Crime', 'Thriller'];1998
3186;3272;0.2698412698412698;Bad Lieutenant;['Crime', 'Drama'];1992
19955;98219;0.2698412698412698;Tiger Brigades, The (Les brigades du Tigre);['Action', 'Adventure', 'Crime'];2006
69;70;0.2698412698412698;From Dusk Till Dawn;['Action', 'Comedy', 'Horror', 'Thriller'];1996
19948;98193;0.2698412698412698;Invisible War, The;['Crime', 'Documentary', 'Drama', 'War'];2012
6082;6180;0.2698412698412698;Q & A;['Crime', 'Drama'];1990
6081;6179;0.2698412698412698;Prayer for the Dying, A;['Action', 'Drama'];1987
6078;6176;0.2698412698412698;Mr. Majestyk;['Action', 'Drama'];1974
19915;98069;0.2698412698412698;Incident at Blood Pass (Machibuse) (Ambush);['Action', 'Drama'];1970
33719;149554;0.2698412698412698;All My Sons;['Crime', 'Drama'];1948
5650;5748;0.2698412698412698;Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue);['Crime', 'Drama'];1981
15558;79109;0.2698412698412698;Captains of the Clouds;['Action', 'Drama', 'War'];1942
2325;2409;0.2698412698412698;Rocky II;['Action', 'Drama'];1979
14971;74857;0.2698412698412698;Strategic Air Command;['Action', 'Drama'];1955
6193;6291;0.2698412698412698;Lilya 4-Ever (Lilja 4-ever);['Crime', 'Drama'];2002
14969;74827;0.2698412698412698;Ajami;['Crime', 'Drama'];2009
21410;103665;0.2698412698412698;Ip Man: The Final Fight;['Action', 'Drama'];2013
14361;71808;0.2698412698412698;Black Eagle;['Action', 'Drama'];1988
21545;104144;0.2698412698412698;Green Lantern: Emerald Knights;['Action', 'Adventure', 'Animation', 'Children'];2011
21519;104064;0.2698412698412698;Vares: The Path of the Righteous Men (Vares - Kaidan tien kulkijat);['Crime', 'Drama'];2012
2027;2110;0.2698412698412698;Dead Men Don't Wear Plaid;['Comedy', 'Crime', 'Thriller'];1982
2029;2112;0.2698412698412698;Grand Canyon;['Crime', 'Drama'];1991
14412;72045;0.2698412698412698;Ali Zoua: Prince of the Streets (Ali Zaoua, prince de la rue);['Crime', 'Drama'];2000
21425;103729;0.2698412698412698;Warrior's Heart, A;['Action', 'Drama'];2011
14460;72298;0.2698412698412698;Lusty Men, The;['Action', 'Drama', 'Western'];1952
21418;103685;0.2698412698412698;Field in England, A;['Drama', 'Fantasy', 'Thriller', 'War'];2013
14481;72369;0.2698412698412698;Goemon;['Action', 'Drama'];2009
5591;5689;0.2698412698412698;Billy Bathgate;['Crime', 'Drama'];1991
14489;72405;0.2698412698412698;Bad Lieutenant: Port of Call New Orleans;['Crime', 'Drama'];2009
14504;72554;0.2698412698412698;Cell 211 (Celda 211);['Action', 'Drama'];2009
21287;103292;0.2698412698412698;Purple Gang, The;['Crime', 'Drama'];1959
3430;3519;0.2698412698412698;Force 10 from Navarone;['Action', 'Drama', 'War'];1978
3428;3517;0.2698412698412698;Bells, The;['Crime', 'Drama'];1926
21255;103203;0.2698412698412698;Eden;['Crime', 'Drama'];2012
21242;103137;0.2698412698412698;Bling Ring, The;['Crime', 'Drama'];2013
21210;103042;0.2698412698412698;Man of Steel;['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'IMAX'];2013
14601;72923;0.2698412698412698;Shaolin Kung Fu Mystagogue (Da mo mi zong);['Action', 'Drama'];1976
14358;71795;0.2698412698412698;The Paris Express;['Crime', 'Drama'];1952
33235;147631;0.2698412698412698;Afraid to Die;['Action', 'Drama'];1960
14967;74818;0.2698412698412698;44 Inch Chest;['Crime', 'Drama'];2009
3498;3588;0.2698412698412698;King of Marvin Gardens, The;['Crime', 'Drama'];1972
21820;105133;0.2698412698412698;Repeaters;['Action', 'Drama'];2010
21816;105121;0.2698412698412698;Inescapable;['Action', 'Drama', 'War'];2012
6358;6467;0.2698412698412698;Quai des Orfèvres (Jenny Lamour);['Crime', 'Drama'];1947
14198;71133;0.2698412698412698;Lies and Illusions;['Action', 'Comedy', 'Thriller'];2009
21799;105073;0.2698412698412698;Officer Down;['Crime', 'Drama'];2013
21782;105020;0.2698412698412698;Collision Course;['Action', 'Comedy', 'Thriller'];1989
21767;104961;0.2698412698412698;Badman's Territory;['Action', 'Drama', 'Western'];1946
6348;6457;0.2698412698412698;Sink the Bismark!;['Action', 'Drama', 'War'];1960
21754;104913;0.2698412698412698;Rush;['Action', 'Drama'];2013
14249;71348;0.2698412698412698;A Good Man;['Crime', 'Drama'];2009
14356;71779;0.2698412698412698;Aces High;['Action', 'Drama', 'War'];1976
21731;104832;0.2698412698412698;Glass Web, The;['Crime', 'Drama', 'Film-Noir'];1953
21714;104776;0.2698412698412698;Cockleshell Heroes, The;['Action', 'Drama', 'War'];1955
21674;104640;0.2698412698412698;Long Dark Hall, The;['Crime', 'Drama'];1951
21663;104606;0.2698412698412698;The Last Drop;['Action', 'Adventure', 'Crime', 'War'];2006
21639;104518;0.2698412698412698;Empire State;['Action', 'Drama'];2013
14321;71653;0.2698412698412698;Capone;['Crime', 'Drama'];1975
11769;52180;0.2698412698412698;Not for or Against (Quite the Contrary) (Ni pour, ni contre (bien au contraire));['Crime', 'Drama'];2002
21601;104372;0.2698412698412698;Cry in the Night, A;['Crime', 'Drama', 'Film-Noir'];1956
14331;71695;0.2698412698412698;Docks of New York, The;['Crime', 'Drama'];1928
21184;102965;0.2698412698412698;Attack on the Iron Coast;['Action', 'Drama', 'War'];1968
21176;102941;0.2698412698412698;Special Forces (Forces spéciales);['Action', 'Drama', 'War'];2011
115;117;0.2698412698412698;Young Poisoner's Handbook, The;['Crime', 'Drama'];1995
20807;101525;0.2698412698412698;Place Beyond the Pines, The;['Crime', 'Drama'];2012
20848;101687;0.2698412698412698;Blue Caprice;['Crime', 'Drama'];2013
3347;3435;0.2698412698412698;Double Indemnity;['Crime', 'Drama', 'Film-Noir'];1944
3346;3434;0.2698412698412698;Death Wish 5: The Face of Death;['Action', 'Drama'];1994
3345;3433;0.2698412698412698;Death Wish 4: The Crackdown;['Action', 'Drama'];1987
3344;3432;0.2698412698412698;Death Wish 3;['Action', 'Drama'];1985
20821;101595;0.2698412698412698;Breed Apart, A;['Action', 'Drama'];1984
3343;3431;0.2698412698412698;Death Wish 2;['Action', 'Drama'];1982
14880;74382;0.2698412698412698;Black Legion;['Crime', 'Drama'];1937
20808;101527;0.2698412698412698;Into the White (Cross of Honour);['Action', 'Drama', 'War'];2012
20806;101514;0.2698412698412698;Ungentlemanly Act, An;['Action', 'Documentary', 'Drama', 'War'];1992
3414;3503;0.2698412698412698;Solaris (Solyaris);['Drama', 'Mystery', 'Sci-Fi'];1972
20772;101398;0.2698412698412698;Greater Promise, A (Iskateli Schastya);['Crime', 'Drama', 'Western'];1936
3326;3413;0.2698412698412698;Impact;['Crime', 'Drama'];1949
14922;74588;0.2698412698412698;Caged;['Crime', 'Drama'];1950
3318;3405;0.2698412698412698;Night to Remember, A;['Action', 'Drama'];1958
33490;148717;0.2698412698412698;Red Wine;['Crime', 'Drama'];2013
3317;3404;0.2698412698412698;Titanic;['Action', 'Drama'];1953
14937;74673;0.2698412698412698;Fast Lane;['Action', 'Drama'];2009
2176;2260;0.2698412698412698;Wisdom;['Crime', 'Drama'];1986
2179;2263;0.2698412698412698;Seventh Sign, The;['Drama', 'Fantasy', 'Thriller'];1988
3353;3441;0.2698412698412698;Red Dawn;['Action', 'Drama', 'War'];1984
33432;148480;0.2698412698412698;Double Down;['Action', 'Drama'];2005
6232;6330;0.2698412698412698;People I Know;['Crime', 'Drama'];2002
33419;148454;0.2698412698412698;Tokyo Raiders;['Action', 'Comedy', 'Thriller'];2000
21148;102845;0.2698412698412698;Babies for Sale;['Crime', 'Drama'];1940
21137;102804;0.2698412698412698;Up Periscope;['Action', 'Drama', 'War'];1959
14660;73165;0.2698412698412698;Pronto;['Comedy', 'Crime', 'Thriller'];1997
21115;102735;0.2698412698412698;Captain America;['Action', 'Drama'];1979
21113;102716;0.2698412698412698;Fast & Furious 6 (Fast and the Furious 6, The);['Action', 'Crime', 'Thriller', 'IMAX'];2013
14677;73230;0.2698412698412698;Last Warrior, The (Last Patrol, The);['Action', 'Drama'];2000
33378;148357;0.2698412698412698;Le dernier souffle;['Crime', 'Drama'];1999
2116;2199;0.2698412698412698;Phoenix;['Crime', 'Drama'];1998
14703;73344;0.2698412698412698;Prophet, A (Un Prophète);['Crime', 'Drama'];2009
14709;73386;0.2698412698412698;Staten Island;['Crime', 'Drama'];2009
108;110;0.2698412698412698;Braveheart;['Action', 'Drama', 'War'];1995
21040;102360;0.2698412698412698;Where the Road Meets the Sun;['Crime', 'Drama'];2011
14730;73475;0.2698412698412698;Semper Fi;['Action', 'Drama'];2001
21004;102231;0.2698412698412698;Dragon (Wu Xia);['Action', 'Drama'];2011
14753;73614;0.2698412698412698;Devil, Probably, The (Diable probablement, Le);['Crime', 'Drama'];1977
20991;102188;0.2698412698412698;Tunnel Rats (1968 Tunnel Rats);['Action', 'Drama', 'War'];2008
14798;73874;0.2698412698412698;Blood and Bone;['Action', 'Drama'];2009
33407;148426;0.2698412698412698;Fateful Findings;['Drama', 'Fantasy', 'Thriller'];2013
14810;73954;0.2698412698412698;Air Force;['Action', 'Drama', 'War'];1943
15820;80206;0.2698412698412698;Dirty Ho (Lan tou He);['Action', 'Drama'];1976
15827;80224;0.2698412698412698;Smart Money;['Crime', 'Drama'];1931
15840;80269;0.2698412698412698;Above and Beyond;['Action', 'Drama'];1952
34090;151046;0.2698412698412698;Chair de poule;['Crime', 'Drama'];1963
2646;2731;0.2698412698412698;400 Blows, The (Les quatre cents coups);['Crime', 'Drama'];1959
20;21;0.2698412698412698;Get Shorty;['Comedy', 'Crime', 'Thriller'];1995
18175;90806;0.2698412698412698;Heroic Ones, The (Shi san tai bao);['Action', 'Drama'];1970
18163;90730;0.2698412698412698;Sometimes They Come Back;['Drama', 'Fantasy', 'Horror', 'Thriller'];1991
5817;5915;0.2698412698412698;Victory (a.k.a. Escape to Victory);['Action', 'Drama', 'War'];1981
16954;85576;0.2698412698412698;Alibi;['Crime', 'Drama'];1929
16966;85691;0.2698412698412698;Reconstruction (Anaparastasi);['Crime', 'Drama'];1970
2859;2944;0.2698412698412698;Dirty Dozen, The;['Action', 'Drama', 'War'];1967
16992;85883;0.2698412698412698;Jericho Mile, The;['Crime', 'Drama'];1979
16994;85889;0.2698412698412698;Stand by for Action;['Action', 'Drama', 'War'];1942
18208;90914;0.2698412698412698;Devil's Double, The;['Action', 'Drama'];2011
18094;90474;0.2698412698412698;Polisse;['Crime', 'Drama'];2011
5803;5901;0.2698412698412698;Empire;['Crime', 'Drama'];2002
5801;5899;0.2698412698412698;Zulu;['Action', 'Drama', 'War'];1964
18067;90371;0.2698412698412698;Killer Is Loose, The;['Crime', 'Drama', 'Film-Noir'];1956
18066;90364;0.2698412698412698;O-Bi, O-Ba - The End of Civilization (O-bi, O-ba - Koniec cywilizacji);['Drama', 'Mystery', 'Sci-Fi'];1985
18055;90321;0.2698412698412698;House by the River;['Crime', 'Drama', 'Film-Noir'];1950
18027;90243;0.2698412698412698;Three Outlaw Samurai (Sanbiki no samurai);['Action', 'Drama'];1964
17046;86204;0.2698412698412698;I Became a Criminal (They Made Me a Fugitive);['Crime', 'Drama', 'Film-Noir'];1947
17993;90059;0.2698412698412698;Genealogies of a Crime (Généalogies d'un crime);['Crime', 'Drama'];1997
16895;85305;0.2698412698412698;Holy Rollers;['Crime', 'Drama'];2010
2878;2963;0.2698412698412698;Joe the King;['Crime', 'Drama'];1999
16694;84248;0.2698412698412698;Organizer, The (I compagni);['Crime', 'Drama'];1963
18303;91298;0.2698412698412698;Bigga Than Ben;['Crime', 'Drama'];2008
18368;91564;0.2698412698412698;Wild Animals (Yasaeng dongmul bohoguyeog);['Crime', 'Drama'];1997
5688;5786;0.2698412698412698;Paid in Full;['Action', 'Drama'];2002
5858;5956;0.2698412698412698;Gangs of New York;['Crime', 'Drama'];2002
18339;91470;0.2698412698412698;Violet & Daisy;['Action', 'Drama'];2011
5856;5954;0.2698412698412698;25th Hour;['Crime', 'Drama'];2002
16747;84508;0.2698412698412698;The Raid;['Action', 'Drama', 'War'];1954
29;30;0.2698412698412698;Shanghai Triad (Yao a yao yao dao waipo qiao);['Crime', 'Drama'];1995
18329;91421;0.2698412698412698;Red Line 7000;['Action', 'Drama'];1965
2901;2986;0.2698412698412698;RoboCop 2;['Action', 'Crime', 'Sci-Fi', 'Thriller'];1990
16784;84689;0.2698412698412698;They Gave Him A Gun;['Crime', 'Drama'];1937
18229;91014;0.2698412698412698;Shaolin (Xin shao lin si);['Action', 'Drama'];2011
34015;150661;0.2698412698412698;Cat and Mouse;['Action', 'Drama'];1974
16802;84779;0.2698412698412698;Inspector Bellamy (Bellamy);['Crime', 'Drama'];2009
18274;91204;0.2698412698412698;Bridge to Nowhere, The;['Crime', 'Drama'];2009
16806;84796;0.2698412698412698;8 Diagram Pole Fighter, The (a.k.a. Invincible Pole Fighter) (Wu Lang ba gua gun);['Action', 'Drama'];1984
18270;91193;0.2698412698412698;Criminal, The (a.k.a. Concrete Jungle);['Crime', 'Drama'];1960
16813;84834;0.2698412698412698;Three Kingdoms: Resurrection of the Dragon (Saam gwok dzi gin lung se gap);['Action', 'Drama', 'War'];2008
16816;84844;0.2698412698412698;Brother 2 (Brat 2);['Crime', 'Drama'];2000
2883;2968;0.2698412698412698;Time Bandits;['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi'];1981
18240;91058;0.2698412698412698;Make Like a Thief (Juokse kuin varas);['Comedy', 'Crime', 'Thriller'];1964
5790;5888;0.2698412698412698;Brother (Brat);['Crime', 'Drama'];1997
2684;2769;0.2698412698412698;Yards, The;['Crime', 'Drama'];2000
17964;89961;0.2698412698412698;Play;['Crime', 'Drama'];2011
17610;88414;0.2698412698412698;Winner, The;['Comedy', 'Crime', 'Thriller'];1996
17648;88580;0.2698412698412698;Assassination (Ansatsu) (Assassination, The) (Assassin, The);['Action', 'Drama'];1964
17637;88543;0.2698412698412698;She Cried No (Freshman Fall);['Crime', 'Drama'];1996
17311;87218;0.2698412698412698;He Ran All the Way;['Crime', 'Drama', 'Film-Noir'];1951
17312;87220;0.2698412698412698;Violent Saturday;['Crime', 'Drama'];1955
2807;2892;0.2698412698412698;New Rose Hotel;['Action', 'Drama'];1998
5745;5843;0.2698412698412698;Toy Soldiers;['Action', 'Drama'];1991
34173;151613;0.2698412698412698;Field of Lost Shoes;['Action', 'Drama', 'War'];2014
17321;87258;0.2698412698412698;The Thief;['Crime', 'Drama', 'Film-Noir'];1952
17631;88495;0.2698412698412698;Legend of the Fist: The Return of Chen Zhen (Jing wu feng yun: Chen Zhen);['Action', 'Drama'];2010
2753;2838;0.2698412698412698;I Woke Up Early the Day I Died;['Comedy', 'Crime', 'Thriller'];1998
17080;86355;0.2698412698412698;Atlas Shrugged: Part 1;['Drama', 'Mystery', 'Sci-Fi'];2011
17597;88352;0.2698412698412698;Escape from Dartmoor;['Crime', 'Drama'];1929
17588;88329;0.2698412698412698;Madeleine;['Crime', 'Drama'];1950
17587;88327;0.2698412698412698;New One-Armed Swordsman, The (Xin du bi dao);['Action', 'Drama', 'War'];1971
17580;88305;0.2698412698412698;Wedding in Blood (Noces rouges, Les);['Crime', 'Drama'];1973
5729;5827;0.2698412698412698;Young Americans, The;['Crime', 'Drama'];1993
2757;2842;0.2698412698412698;Best Laid Plans;['Crime', 'Drama'];1999
17563;88228;0.2698412698412698;Vice Squad;['Crime', 'Drama'];1953
17488;87977;0.2698412698412698;Murder in Coweta County;['Crime', 'Drama'];1983
17484;87966;0.2698412698412698;Doorway to Hell, The;['Crime', 'Drama'];1930
17663;88646;0.2698412698412698;Cairo Station (a.k.a. Iron Gate, The) (Bab el hadid);['Crime', 'Drama'];1958
17269;87042;0.2698412698412698;Wanda;['Crime', 'Drama'];1970
17268;87040;0.2698412698412698;Housemaid, The (Hanyo);['Crime', 'Drama', 'Horror'];1960
17267;87038;0.2698412698412698;Hollow Triumph (a.k.a. The Scar);['Crime', 'Drama', 'Film-Noir'];1948
17084;86380;0.2698412698412698;Pushover;['Crime', 'Drama', 'Film-Noir'];1954
17096;86432;0.2698412698412698;Outside the Law (Hors-la-loi);['Crime', 'Drama', 'War'];2010
17926;89794;0.2698412698412698;Crowd Roars, The;['Action', 'Drama'];1932
2837;2922;0.2698412698412698;Hang 'Em High;['Crime', 'Drama', 'Western'];1968
17116;86497;0.2698412698412698;15;['Action', 'Drama'];2005
17120;86508;0.2698412698412698;Japanese Summer: Double Suicide (Muri shinjû: Nihon no natsu);['Crime', 'Drama'];1967
17907;89712;0.2698412698412698;Preacher, The (De dominee);['Crime', 'Drama'];2004
17888;89623;0.2698412698412698;Valley, The (Obscured by Clouds) (La vallée);['Action', 'Drama'];1972
17164;86687;0.2698412698412698;Day They Robbed the Bank of England, The;['Crime', 'Drama'];1960
15;16;0.2698412698412698;Casino;['Crime', 'Drama'];1995
5771;5869;0.2698412698412698;True Confessions;['Crime', 'Drama'];1981
34122;151353;0.2698412698412698;Cleopatra Wong;['Action', 'Drama'];1978
17176;86750;0.2698412698412698;Robber, The (Der Räuber);['Crime', 'Drama'];2010
17830;89354;0.2698412698412698;Short Sharp Shock (Kurz und schmerzlos);['Crime', 'Drama'];1998
17806;89273;0.2698412698412698;Fatherland;['Action', 'Drama'];1994
17201;86815;0.2698412698412698;Soul Surfer;['Action', 'Drama'];2011
17730;88959;0.2698412698412698;Michael the Brave (Mihai Viteazul);['Action', 'Drama'];1971
